tamanho,ano,garagem,predicted
134.0,1970,2,167839.23
100.0,1922,1,119238.74
112.0,2006,2,186504.19
88.0,1952,2,122756.695
64.0,1920,1,98912.7
146.0,2006,3,223979.28
156.0,1976,2,178633.86
140.0,2005,2,203863.9
92.0,1977,1,128889.99
154.0,1970,2,178633.86
101.0,1970,1,131394.72
159.0,2004,2,204143.55
141.0,1926,0,140095.25
118.0,1948,1,129996.52
155.0,1965,0,139853.38
140.0,1923,1,152876.72
95.0,1910,1,113313.9
101.0,1948,1,127452.27
155.0,2001,2,209563.03
140.0,1996,2,197337.03
126.0,1984,2,173239.58
137.0,1991,2,183119.81
140.0,2005,2,203863.9
105.0,2005,2,161029.95
113.0,2006,2,186504.19
116.0,1930,1,120453.2
140.0,2005,2,203863.9
269.0,1976,2,278744.0
82.0,1972,2,130408.36
117.0,1960,2,157596.81
153.0,2007,3,255464.2
128.0,1941,1,126346.02
113.0,1972,1,133938.95
179.0,1916,0,154715.05
286.0,1920,2,219818.58
234.0,1993,3,266861.78
154.0,2002,3,245256.94
89.0,1938,1,121796.13
79.0,1957,1,121662.65
151.0,2007,3,255464.2
210.0,2001,2,252375.55
125.0,1970,0,110043.31
59.0,1970,1,103191.23
168.0,1957,2,189493.56
152.0,1966,2,178633.86
121.0,2005,2,184399.88
216.0,1990,2,258633.36
234.0,1981,2,263237.3
161.0,1955,2,176155.8
266.0,2005,3,421797.66
92.0,1994,2,150226.36
165.0,1960,2,179163.69
86.0,1946,1,116999.35
121.0,2007,2,195204.1
122.0,2007,2,211215.39
184.0,1964,2,184489.19
142.0,1957,1,153391.69
185.0,2002,2,225775.88
141.0,1976,2,183271.34
127.0,2005,2,184399.88
172.0,1994,2,216165.69
203.0,2008,3,356753.44
185.0,1932,2,192640.55
124.0,2001,2,184399.88
83.0,1935,3,136052.75
217.0,1900,2,145716.44
102.0,1925,2,127546.46
107.0,1966,2,152872.2
210.0,1996,2,258633.36
146.0,1993,2,203832.98
150.0,1964,2,176155.8
234.0,1973,2,216298.27
83.0,1949,2,117500.42
97.0,1956,1,133289.58
145.0,1968,2,178633.86
135.0,1948,1,140080.31
132.0,1977,2,168388.05
115.0,2006,3,198797.02
162.0,1940,1,173047.38
136.0,1936,2,153222.61
102.0,1969,1,140351.42
79.0,2004,2,147743.25
92.0,1994,1,128995.98
117.0,1971,2,157596.81
97.0,1963,1,135621.47
136.0,2002,2,186452.14
116.0,1964,1,140351.42
139.0,1995,2,194004.7
93.0,1992,2,151197.23
101.0,1973,1,131394.72
181.0,2005,3,259316.62
159.0,2004,2,204143.55
116.0,2005,2,177238.7
97.0,1950,2,120448.64
116.0,1999,2,173142.94
157.0,1925,2,169215.03
111.0,1965,2,152872.2
87.0,1956,1,123588.13
122.0,2006,2,186607.64
126.0,1914,0,115336.766
101.0,1986,2,156305.6
123.0,1936,1,126346.02
149.0,1978,2,178633.86
41.0,1920,1,98912.7
88.0,1971,1,119507.555
105.0,1960,1,140351.42
111.0,1959,2,151644.58
121.0,1970,2,157596.81
244.0,1994,2,291574.53
134.0,1990,2,181560.14
188.0,2006,2,243777.53
157.0,2000,2,209563.03
171.0,2004,3,288117.12
154.0,1995,2,207483.81
182.0,1976,2,196413.47
76.0,1957,1,121662.65
94.0,1953,1,127007.15
77.0,1954,1,121662.65
161.0,2007,3,298268.44
132.0,2002,2,190416.03
83.0,1967,2,133250.06
149.0,1958,1,153391.69
97.0,1959,1,135621.47
94.0,1920,1,115384.53
144.0,2005,3,223979.28
89.0,1956,1,123588.13
65.0,1947,0,92587.53
138.0,1992,2,186686.78
93.0,1955,2,134847.9
144.0,2007,3,223979.28
142.0,2004,3,242593.9
182.0,2004,2,215068.81
87.0,1980,2,143171.88
184.0,1928,2,172490.84
90.0,1991,0,130121.66
205.0,1880,1,130443.38
188.0,1995,2,228830.69
149.0,1997,2,205912.2
92.0,1926,1,115384.53
116.0,1950,1,132547.22
95.0,1875,0,106497.555
146.0,1977,2,178633.86
108.0,1920,2,127546.46
88.0,1951,2,122756.695
174.0,1976,2,191398.86
263.0,2006,3,421797.66
93.0,1959,0,109602.4
86.0,1941,1,116999.35
146.0,1928,1,156469.7
121.0,1985,2,173239.58
145.0,1941,1,156469.7
103.0,1926,1,120453.2
138.0,1920,2,149431.81
87.0,1950,1,122491.805
136.0,1959,2,166143.5
168.0,1956,2,189493.56
76.0,1930,1,110510.84
169.0,1965,2,191398.86
134.0,1976,2,168388.05
118.0,1965,2,157596.81
122.0,2007,2,211215.39
147.0,2007,3,229453.45
174.0,1974,2,191398.86
135.0,1978,2,168388.05
152.0,1954,2,176155.8
83.0,1968,2,133250.06
117.0,1969,2,157596.81
133.0,1978,2,168388.05
140.0,2009,2,205590.1
157.0,2008,3,294050.2
155.0,2000,2,209563.03
196.0,1935,2,199406.97
337.0,1995,3,544385.7
104.0,1977,1,138921.92
117.0,1958,2,157596.81
116.0,2006,2,182539.1
287.0,1946,0,263762.6
218.0,1932,2,204492.19
267.0,1992,2,299941.6
86.0,1984,1,129878.234
114.0,1926,1,120453.2
125.0,1921,1,121885.89
104.0,1954,0,111659.45
234.0,1990,2,269481.88
153.0,2008,2,255171.28
416.0,1996,3,544385.7
105.0,1920,2,127546.46
146.0,1963,3,179984.22
113.0,1924,1,120453.2
158.0,1900,2,144054.2
151.0,1994,3,237006.16
154.0,2002,2,209563.03
168.0,1999,2,213110.88
151.0,1961,4,153537.53
134.0,1999,2,184892.47
137.0,1925,1,140016.69
114.0,1999,2,170836.02
126.0,1969,1,144738.05
135.0,2005,2,191419.34
173.0,2006,3,296359.9
157.0,1916,1,144994.1
113.0,2001,2,174891.12
128.0,1963,2,157596.81
80.0,1970,1,117582.07
165.0,1998,2,212494.44
125.0,1925,1,121885.89
151.0,2000,2,205912.2
100.0,1975,2,151359.7
204.0,1990,3,249711.42
98.0,1966,1,137807.19
158.0,2003,2,204143.55
119.0,1962,2,157596.81
154.0,2006,2,245899.33
171.0,1992,2,213287.78
163.0,1988,2,203182.19
62.0,1941,1,102345.84
89.0,1965,1,125920.02
93.0,1962,1,129840.5
83.0,1966,1,125920.02
177.0,1978,2,188126.92
122.0,2009,2,212001.27
85.0,1947,0,95890.51
113.0,1971,0,110043.31
85.0,1964,1,125920.02
113.0,1968,1,140351.42
171.0,1949,1,157366.89
198.0,1951,2,185977.36
138.0,2004,2,190019.11
106.0,1958,1,138019.53
180.0,2007,3,329461.9
85.0,1965,2,138180.11
158.0,2008,3,316382.94
140.0,1960,1,150645.64
243.0,1977,2,213026.33
111.0,1962,2,151644.58
114.0,1962,2,151644.58
110.0,1959,2,151644.58
182.0,1911,0,140386.03
166.0,1914,1,146912.05
151.0,2003,2,200492.72
181.0,2004,2,215068.81
106.0,2005,2,161029.95
138.0,2006,2,205462.38
164.0,2003,2,200705.55
157.0,2007,3,275935.7
109.0,1974,2,155582.25
193.0,2006,3,326704.84
141.0,1929,2,173852.52
174.0,1984,2,207043.22
144.0,2005,2,210199.0
96.0,1976,3,168582.95
191.0,1917,2,172350.81
92.0,1950,1,120643.234
196.0,1968,2,208896.27
131.0,2003,2,178934.55
81.0,1968,1,123994.53
201.0,1974,2,216298.27
154.0,2003,2,204143.55
127.0,1931,1,121885.89
185.0,1994,2,228830.69
80.0,1922,0,94057.69
108.0,2005,2,165312.34
98.0,1969,2,150767.42
156.0,1999,2,209563.03
98.0,1956,1,135475.3
166.0,1957,1,161985.66
169.0,1919,2,170997.86
124.0,1998,2,180304.11
135.0,1999,2,184892.47
175.0,1910,1,138332.05
187.0,2008,3,353468.06
320.0,1935,3,338598.97
142.0,1958,1,153391.69
142.0,1979,2,183271.34
138.0,1968,2,171955.02
87.0,1965,1,125920.02
126.0,1959,1,144738.05
116.0,1910,2,127762.53
178.0,1948,2,161459.25
130.0,1972,2,157596.81
160.0,1967,2,178633.86
189.0,2002,2,225775.88
105.0,1920,2,127546.46
146.0,2002,2,205912.2
124.0,1990,2,179714.28
97.0,1977,2,151586.64
169.0,1971,0,158576.06
227.0,1919,1,185612.0
131.0,1939,1,126346.02
123.0,1963,2,157596.81
147.0,1964,2,176155.8
154.0,2000,2,209563.03
183.0,2006,3,273982.25
107.0,1964,2,152872.2
121.0,1972,1,133938.95
220.0,1892,1,134814.06
155.0,1976,2,178633.86
80.0,1955,2,118328.72
98.0,1968,1,137807.19
105.0,1963,2,151644.58
100.0,2005,2,152867.48
524.0,2008,2,187905.55
116.0,1959,1,140351.42
184.0,1999,2,220488.3
139.0,1942,1,156433.94
235.0,1994,3,280717.88
150.0,2005,3,226549.38
159.0,2004,2,204143.55
153.0,2006,2,245899.33
127.0,2005,2,184399.88
92.0,1994,2,150226.36
104.0,1948,2,133530.1
120.0,1991,2,179714.28
177.0,1959,2,189493.56
118.0,2005,2,180331.33
261.0,1990,2,283694.47
241.0,1999,3,305411.5
88.0,1954,1,123588.13
196.0,1969,2,208896.27
151.0,2008,3,287957.28
126.0,2006,2,186607.64
166.0,2001,3,277351.94
88.0,1954,1,123588.13
137.0,1957,2,166143.5
67.0,1949,1,103041.516
179.0,1992,2,220665.2
66.0,1940,0,84917.58
167.0,2006,3,227107.27
74.0,1922,0,91920.3
72.0,1931,0,91920.3
76.0,1982,1,129003.98
259.0,1920,2,226773.81
152.0,1998,2,205912.2
148.0,2006,3,226549.38
89.0,1976,2,143171.88
76.0,1938,1,115073.875
126.0,1938,1,126346.02
127.0,1970,2,157596.81
124.0,1977,2,160306.86
154.0,1973,2,178633.86
64.0,1941,0,84917.58
173.0,2002,2,213110.88
80.0,1972,1,117582.07
81.0,1971,4,167612.08
103.0,2003,2,154965.25
202.0,2002,2,252375.55
178.0,1928,2,172490.84
135.0,2006,2,200335.73
89.0,1920,1,117233.1
200.0,1968,2,216298.27
165.0,2006,3,279225.3
139.0,1998,2,197337.03
219.0,1872,0,136987.62
245.0,1969,4,246927.17
159.0,1962,2,176155.8
109.0,1937,2,133530.1
301.0,1995,3,398375.97
173.0,2000,3,261036.84
178.0,1968,2,191398.86
83.0,1966,1,125920.02
100.0,1971,2,150767.42
146.0,2000,2,205912.2
184.0,2004,3,296183.56
242.0,1921,2,197008.95
142.0,2005,2,210199.0
161.0,1920,1,151397.06
131.0,2006,2,178412.97
111.0,2005,2,165312.34
156.0,2000,2,209563.03
166.0,1999,2,212494.44
137.0,1977,1,147606.98
79.0,2003,2,147743.25
155.0,2003,2,204143.55
128.0,1920,1,121885.89
154.0,1955,1,153391.69
195.0,1998,2,247851.44
245.0,2001,3,363180.22
182.0,2005,3,259316.62
146.0,2007,3,223979.28
73.0,1930,1,108373.45
149.0,1941,2,163453.88
92.0,1973,1,119507.555
130.0,2006,2,178412.97
80.0,1914,1,108440.21
197.0,1970,2,208896.27
164.0,1920,2,167722.05
132.0,1918,2,145353.19
117.0,1939,1,126346.02
107.0,1922,1,120453.2
259.0,1978,2,257338.86
235.0,1916,1,165441.8
162.0,2006,3,292403.22
113.0,1941,2,133530.1
142.0,2000,2,210549.69
147.0,1967,3,145550.64
84.0,1967,1,125920.02
178.0,1905,2,161139.8
139.0,2006,3,242593.9
231.0,2005,3,317600.34
157.0,1948,2,163453.88
141.0,1920,1,151397.06
177.0,1950,1,163549.84
149.0,1925,1,156469.7
108.0,1929,1,120453.2
148.0,2004,2,200492.72
120.0,2006,2,186607.64
136.0,2007,3,242593.9
113.0,1915,3,124616.586
153.0,2004,2,204143.55
71.0,1972,2,130408.36
77.0,1985,0,130129.66
127.0,1910,2,129195.22
194.0,1986,2,219708.22
171.0,2001,2,213110.88
155.0,1950,1,153391.69
97.0,1949,2,120448.64
171.0,2005,2,249447.17
172.0,1923,2,172490.84
146.0,2007,3,223979.28
213.0,1885,2,145716.44
228.0,1998,3,297451.84
106.0,1963,1,140351.42
171.0,1969,2,191398.86
132.0,1968,2,167839.23
99.0,1977,2,151359.7
79.0,2003,2,147743.25
204.0,1966,2,216298.27
125.0,1958,1,138019.53
116.0,1959,2,157596.81
198.0,1994,2,258633.36
145.0,1945,1,153391.69
75.0,1940,1,115073.875
134.0,1981,2,176856.55
171.0,2005,2,249447.17
89.0,1976,2,143171.88
90.0,1927,1,117233.1
166.0,2000,2,212494.44
105.0,1977,2,153464.48
143.0,1962,2,176155.8
80.0,1971,2,130408.36
179.0,2008,3,349958.53
115.0,1957,2,151644.58
160.0,1979,2,178633.86
237.0,1922,2,197008.95
79.0,2004,2,147743.25
186.0,2008,3,353468.06
88.0,1916,1,119792.24
132.0,2004,2,190416.03
85.0,1966,1,125920.02
110.0,1962,1,140351.42
194.0,1995,2,228830.69
125.0,1910,1,119815.26
59.0,1970,0,100070.85
166.0,1974,0,161039.44
147.0,2008,3,254720.86
100.0,2005,2,152867.48
106.0,2006,0,130637.48
113.0,2004,2,177701.02
153.0,1999,2,209563.03
193.0,1978,2,205624.33
217.0,1941,1,219020.55
100.0,1950,1,130002.98
117.0,1965,1,140351.42
